timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
2023/02/24 11:18:28.644,497,GET - Homepage-0,302,,Thread group name 1-3,,true,,209,361,2,2,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck,497,0,141
2023/02/24 11:18:29.141,206,GET - Homepage-1,200,,Thread group name 1-3,text,true,,242,362,2,2,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,206,0,0
2023/02/24 11:18:29.146,479,GET - Homepage,200,,Thread group name 1-4,text,false,Test failed: text expected to match /[200-399]/,451,723,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,364,0,201
2023/02/24 11:18:29.146,364,GET - Homepage-0,302,,Thread group name 1-4,,true,,209,361,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck,364,0,201
2023/02/24 11:18:29.510,115,GET - Homepage-1,200,,Thread group name 1-4,text,true,,242,362,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,115,0,0
2023/02/24 11:18:29.646,477,GET - Homepage,200,,Thread group name 1-5,text,false,Test failed: text expected to match /[200-399]/,451,723,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,323,0,123
2023/02/24 11:18:29.646,323,GET - Homepage-0,302,,Thread group name 1-5,,true,,209,361,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck,323,0,123
2023/02/24 11:18:29.970,153,GET - Homepage-1,200,,Thread group name 1-5,text,true,,242,362,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,153,0,0
2023/02/24 11:18:30.145,535,GET - Homepage,200,,Thread group name 1-6,text,false,Test failed: text expected to match /[200-399]/,451,723,2,2,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,381,0,141
2023/02/24 11:18:30.145,381,GET - Homepage-0,302,,Thread group name 1-6,,true,,209,361,2,2,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck,381,0,141
2023/02/24 11:18:30.526,154,GET - Homepage-1,200,,Thread group name 1-6,text,true,,242,362,2,2,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,154,0,0
2023/02/24 11:18:30.644,348,GET - Homepage,200,,Thread group name 1-7,text,false,Test failed: text expected to match /[200-399]/,451,723,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck/,216,0,83
2023/02/24 11:18:30.644,216,GET - Homepage-0,302,,Thread group name 1-7,,true,,209,361,1,1,http://sample-webapp-8080-tcp-okd4-training.apps.test-cluster.dedalus.red.com/healthcheck,216,0,83
